Settlement Location,InferredLocationType,est_Latitude,est_Longitude
WR.VOLT.0093,Resource,38.37674608950846,-95.91308416276031
WR.VOLT.0019,Resource,37.38456318825602,-95.99191466518602
WR.VOLT.0101,Resource,37.25113638688202,-96.06623496804166
CSWS.VOLT.0078,Resource,34.69107075005344,-98.2055336203408
CSWS.VOLT.0082,Resource,36.08405797387533,-95.97943444492915
CSWS.VOLT.0081,Resource,36.09925160746612,-95.766140312562
OKGE.VOLT.0062,Resource,35.514955274737744,-96.61255235991483
AECI,Interface,37.863902292722074,-93.23210751170711
MOWR,Interface,37.58905459814192,-93.36797025058898
CSWS.VOLT.0079,Resource,36.04838078130083,-95.6595641399966
CSWS.VOLT.0084,Resource,36.28104502729881,-95.00268742874408
OKGE.VOLT.0026,Resource,35.493343193774564,-96.58290213722488
OKGE.VOLT.0063,Resource,34.51749828927874,-96.94717725418316
CSWS.VOLT.0077,Resource,36.005755642742685,-95.95176280988015
BLKW,Interface,34.27210399722755,-104.84423763483774
CSWS.VOLT.0114,Resource,36.376013343058624,-95.20769922426302
OKGE.VOLT.0061,Resource,35.42225416539321,-96.54713180705049
OKGE.VOLT.0071,Resource,35.57318061471214,-94.87054800449559
KCPL.VOLT.0012,Resource,39.24719257549829,-93.61239885616466
KCPL.VOLT.0100,Resource,39.27212129008101,-93.6309642338673
COWP,Load,37.56921827928749,-93.26098531274685
SPS.VOLT.0104,Resource,35.39081280091457,-100.70250701938788
AECC_CSWS,Load,34.30931645464927,-94.38413636903782
AECC_ELKINS,Resource,35.95036252079592,-94.00876565554621
AECC_FITZHUGH,Resource,35.45689974770291,-93.8038537910234
AECC_FLTCREEK,Resource,36.274204342833436,-94.54330183565263
AECC_FULTON,Resource,33.60876327562181,-93.78575383524785
AECC_HYDRO13,Resource,35.36776901297591,-94.27362375525698
AECC_JWTURK,Resource,33.60445192273038,-93.78556844763179
AEPM_CSWS,Load,35.61455733047127,-94.63208784686961
CSWARSENALHILL5,Resource,32.524979888152345,-93.76883846799066
CSWCOMANCHE1,Resource,34.539913966262695,-98.2729015622732
CSWETTURK,Resource,33.638553634621275,-93.8099696759478
CSWFLINTCREEK1,Resource,36.226472561697044,-94.56207348786532
CSWJLSTALL,Resource,32.512927846829314,-93.79128787961083
CSWKNOXLEE5,Resource,32.372708973241565,-94.63451238651227
CSWLIEBERMAN3,Resource,32.74217680220079,-93.96995337938127
CSWLIEBERMAN4,Resource,32.69739785145614,-93.96883671775399
CSWMATTISON1,Resource,36.194339162046894,-94.27349245968001
CSWMATTISON2,Resource,36.16806015031907,-94.28165122325197
CSWMATTISON3,Resource,36.19123471406806,-94.30063351910928
CSWMATTISON4,Resource,36.170193529666314,-94.23002881911849
CSWMSTURK,Resource,33.65871671406546,-93.81568422039635
CSWNARROWS1,Resource,34.20022425353824,-93.72231943893463
CSWNORTHEASTERN1,Resource,36.4079587887465,-95.67570507466883
CSWNORTHEASTERN2,Resource,36.389590475943066,-95.7046940096587
CSWNORTHEASTERN3,Resource,36.4338139805776,-95.70748949649095
CSWPIRKEY1,Resource,32.45554712442879,-94.49050801769856
CSWRIVERSIDE1,Resource,36.03329591027846,-95.94644597619597
CSWRIVERSIDE2,Resource,35.9840635281075,-95.90675619377859
CSWRIVERSIDE3,Resource,36.00170508178002,-95.94195060561414
CSWRIVERSIDE4,Resource,35.973837799182476,-95.97316989606452
CSWS.7CBY.7CBYWIND,Resource,35.25274844441806,-98.94289262448613
CSWS.AECC.DRIFTSAND,Resource,35.342966735811096,-96.60547517548086
CSWS.AECC.WILDHORSE,Resource,34.555701010255156,-95.20633004302302
CSWS.EKCW.EKCW,Resource,35.47134494673607,-99.88974677109478
CSWS.FPLP.RSES.MSR,Resource,34.706497413022554,-97.85906732986409
CSWS.GREENCOUNTRY,Hub,36.01777911416312,-95.93431541420358
CSWS.GREENCOUNTRY_2,Hub,36.02603161857847,-95.94898410706472
CSWS.GREENCOUNTRY_3,Hub,36.034517510898425,-95.95881517687783
CSWS.HCPP.RBPW,Resource,35.34119574710467,-96.61464818406341
CSWS.OMPA.TURK,Resource,33.64189831872776,-93.78828758274881
CSWS.RSPA.RUSHSPRWNDA,Resource,34.69699055135415,-97.82191468212523
CSWS.RSPB.RUSHSPRWNDB,Resource,34.70595888502475,-97.83098727553167
CSWS.TNSK.CADO,Resource,34.98730764312832,-98.36864171043202
CSWS.TNSK.ELKCITY2,Resource,35.4443796865464,-99.92675684664736
CSWS.TNSK.GREENCOUNTRY,Resource,35.96745328899213,-95.89865491943085
CSWS.TNSK.GREENCOUNTRY2,Resource,35.96549504803088,-95.93648059743346
CSWS.TNSK.GREENCOUNTRY3,Resource,35.978388308669295,-95.95252692561937
CSWS.TNSK.KIAPB1,Resource,34.69372082124382,-95.95658433248295
CSWS.TNSK.KIAPB2,Resource,34.65518214826274,-95.96026237637975
CSWS.VOLT.0004,Resource,32.62200102843485,-94.45118283068093
CSWS.VOLT.0025,Hub,38.269535620701305,-93.79871965808452
CSWS.VOLT.0044,Resource,36.04834688857007,-96.02207552007337
CSWS.VOLT.0050,Resource,32.76764705926348,-94.42863288043566
CSWS.VOLT.0051,Resource,38.42034980282465,-93.45043767263842
CSWS.VOLT.0058,Hub,36.01258214781729,-94.40741904132602
CSWS.WTHW.WTHW,Resource,35.50910179077538,-98.77672764801657
CSWSEASTMAN,Resource,32.434978315870154,-94.70689310413542
CSWSOUTHWESTERN1,Resource,35.059050426063884,-98.3605246429351
CSWSOUTHWESTERN2,Resource,35.09101728534843,-98.37434415919344
CSWSOUTHWESTERN3,Resource,35.10308126869824,-98.36062865128582
CSWSOUTHWESTERN4,Resource,35.10882747593161,-98.41524840543815
CSWSOUTHWESTERN5,Resource,35.12144588865624,-98.3507749822636
CSWSWTURK,Resource,33.64524219271846,-93.79357893131704
CSWS_ETEC_LOAD,Load,33.38076330797464,-93.79022125356389
CSWS_OMPA_PIRKEY,Resource,32.46639420012827,-94.5040115225243
CSWTULSA2,Resource,36.139297379749614,-96.01016046476569
CSWTULSA4,Resource,36.12367685560089,-96.00552942481015
CSWWELEETKA4,Resource,35.31187418295072,-96.13992864435606
CSWWELEETKA5,Resource,35.32475088343354,-96.15678201644597
CSWWELSH1,Resource,33.02692329318308,-94.86955429673327
CSWWELSH3,Resource,33.06188072145953,-94.89447459454233
CSWWILKES1,Resource,32.859368422670066,-94.51787766159927
CSWWILKES2,Resource,32.859982463511415,-94.53278915638906
CSWWILKES3,Resource,32.86355275871322,-94.55872813849678
DEMPSEY_RIDGE_WIND,Resource,35.54705265179033,-99.79831842207241
GATEWAY_LOAD,Load,32.49824042994561,-94.42561623809915
GATEWAY_PLANT,Resource,32.495465273837745,-94.44661545733182
GSEC_GL_CSWS,Load,33.46754906442618,-99.9536783280073
HARRISON,Resource,32.3753992889804,-94.40931875762796
OKGE.VOLT.0028,Resource,35.47447061691897,-96.59094923035839
OKGE.VOLT.0039,Resource,34.56907134802684,-97.57484496560956
OMPA_AEL,Resource,35.993368601779,-96.01500757627244
OMPA_PAWHUSKA,Resource,36.683620575487744,-96.3177008119637
ONETA,Resource,35.98614944378146,-95.67320353683205
ONETA_2,Resource,36.03004470468985,-95.69569092463445
ONETA_3,Resource,36.02486709195755,-95.68737875246741
ONETA_4,Resource,35.995534083167456,-95.66878041983016
WFEC_RKYRIDGE_WIND_FARM,Resource,35.11245377247268,-98.9859919917661
CSWS.VOLT.0092,Resource,32.829298717604104,-93.9582717356541
OKGE.VOLT.0034,Resource,35.70932742063463,-95.06888283477141
OKGE.VOLT.0036,Resource,35.74051429347308,-95.11002401157427
EDDY,Interface,32.71893085155543,-104.10510702493929
EDE.KINGSPOINT,Resource,37.251891438172365,-94.06854719941349
EDE.NORTHFORK,Resource,37.3920866057808,-94.47856427626132
EDE.SLCC,Resource,37.06058951026723,-94.607731422497
EDEP_SWMPEPHUB,Hub,38.073514149024895,-95.29370157534241
EDE_EC_01,Resource,37.12672227695711,-94.1328170452208
EDE_EC_02,Resource,37.118351876702455,-94.05643029480409
EDE_EC_03,Resource,37.106121943412006,-94.13522584520432
EDE_EC_04,Resource,37.12648090819829,-94.10282223659897
EDE_EDE,Load,37.10185781330434,-93.86106842271172
EDE_ERW,Resource,37.56880373908389,-96.53332848966802
EDE_MWW,Resource,38.593731654819805,-95.91651499484962
EDE_OZD_5,Resource,36.6551825931489,-93.11939253421811
EDE_OZD_6,Resource,36.63925602909124,-93.13620540600968
EDE_OZD_7,Resource,36.64205560701024,-93.13963952072332
EDE_OZD_8,Resource,36.6524433593535,-93.12163940849896
EDE_PLUMPOINT,Resource,37.57394647052793,-93.30101041194573
EDE_RIV_10,Resource,37.07821937220297,-94.68485134325552
EDE_RIV_11,Resource,37.07246852261581,-94.69556058293072
EDE_RIV_12,Resource,37.07816720751459,-94.71015707292264
EDE_SL_01,Resource,37.083172593740784,-94.62801612960244
EDE_SWMP,Load,36.96354132581412,-93.56892263215742
DOE,Interface,38.96113008813474,-93.25046007371735
EEI,Interface,38.9956247854043,-93.24076613615898
OKGE.VOLT.0031,Resource,35.52129664784022,-96.77154846040777
WR.VOLT.0021,Resource,37.268694136615416,-96.23768976375419
ERCOTE,Interface,33.12065025106198,-94.97278937700676
ERCOTN,Interface,35.302981706102436,-99.02886260651653
OKGE.VOLT.0033,Resource,35.39730114562174,-96.78811634824407
FREM_LOAD,Load,41.2146072234182,-94.95421219944284
CSWS.VOLT.0076,Resource,36.1878249565977,-95.71174484044819
HAST_TNSK_HUB,Hub,40.29390356071698,-98.52718986210044
WR.VOLT.0095,Resource,37.45287284461894,-96.40301898636868
OKGE.VOLT.0029,Resource,35.424740238756414,-96.80975014543678
OKGE.VOLT.0066,Resource,35.38324899168156,-96.79792876479341
OKGE.VOLT.0037,Resource,35.58964977417082,-96.52508712850819
OKGE.VOLT.0038,Resource,35.631176291094064,-96.53191676030475
CANADIAN_HILLS_3,Resource,35.64829850328646,-96.74129880039327
COFFEYVILLE_7,Resource,37.01246851979288,-95.63471191675674
GRDA.COFF10,Resource,37.02450404176091,-95.60031724697903
GRDA.COFF8,Resource,37.01576727828838,-95.61744939502562
GRDA.COFF9,Resource,37.02925494056003,-95.58964266567509
GRDA.GREC2,Resource,36.18967343297874,-95.310337689984
GRDA.GREC2AUX,Load,36.18078065232429,-95.31695562905067
GRDA.GREC3,Resource,36.19313049336238,-95.31946017238407
GRDA.GREC3AUX,Load,36.22816341099532,-95.33355145381313
GRDA.SEC1,Resource,36.18259239758291,-97.027905277937
GRDA.SEC2,Resource,36.14369606447591,-97.05275376523996
GRDA.SEC3,Resource,36.179420784263314,-97.0339796785276
GRDAHUB2,Hub,35.93093629260157,-96.70415281339638
GRDAHUB3,Hub,35.95720293771277,-96.69506458582826
GRDA_GRDA,Load,36.26182577648639,-95.41344579449496
GRDA_HUB,Hub,35.39045317358055,-96.71614313034918
GRDA_HUBSA,Hub,35.80739821138936,-96.5612956663089
GRDA_PUMP,Load,36.26235226067768,-95.10044205575743
KCPL.VOLT.0088,Resource,39.07793402046203,-94.6352873457759
KERR_1,Resource,36.1900785676472,-95.2169727168912
KERR_2,Resource,36.25243152807188,-95.20796695901517
KERR_3,Resource,36.210442801902055,-95.21144477034447
KERR_4,Resource,36.231214717675364,-95.19479341377739
PENSACOLA_1,Resource,36.47733091394077,-95.04612548093424
PENSACOLA_2,Resource,36.479620082536776,-95.01539339067995
PENSACOLA_3,Resource,36.45776368303505,-95.0326665003799
PENSACOLA_4,Resource,36.44321354363904,-95.03851723915561
PENSACOLA_5,Resource,36.42476607318229,-95.01902364678877
PENSACOLA_6,Resource,36.4836822799041,-95.00409029474622
SALINA_1,Resource,36.28091945314269,-95.113972476737
SALINA_2,Resource,36.28377831087437,-95.13529813077432
SALINA_3,Resource,36.24199474390933,-95.08872743763855
SALINA_4,Resource,36.255380644544985,-95.09725232784265
SALINA_5,Resource,36.28148991047646,-95.12883584934681
SALINA_6,Resource,36.27554359129084,-95.09194374028012
GSPR2014HUB,Hub,33.54817631212382,-100.13987382116775
GSPR2015HUB,Hub,33.140805526915095,-100.25598150995853
CSWS.VOLT.0053,Resource,34.99361020401175,-96.02129111852348
WR.VOLT.0018,Resource,37.47438625897157,-96.38948741856784
WR.VOLT.0098,Resource,37.487166369599336,-96.40162999135865
INDNSUB_H_5,Resource,39.13016736309637,-94.34361303558015
INDNSUB_H_6,Resource,39.09325367530603,-94.40582288300914
INDNSUB_I_3,Resource,39.0682352522866,-94.37288401385548
INDNSUB_I_4,Resource,39.05132908117633,-94.39611037540156
INDNSUB_J_1,Resource,39.099307748550544,-94.41461231777099
INDNSUB_J_2,Resource,39.08176946281836,-94.41400134068458
INDN_INDN,Load,39.082677021545315,-94.35605379521438
INDN_MWE_SMKY2,Resource,38.91151869896622,-98.17234692842278
WR.VOLT.0087,Resource,38.64232906856963,-95.03049838179878
KACYBOWERSOCK,Resource,38.942934321373215,-95.23134059072513
KACYCT4,Resource,39.17681031453839,-94.71098956063958
KACYLFG,Resource,37.4849315767191,-94.83109065138413
KACYNEARMANUN1,Resource,39.165699543618075,-94.73254551446155
KACYQUIND1UNGT2,Resource,39.1316846278549,-94.64193756086415
KACYQUIND1UNGT3,Resource,39.11136982230783,-94.64648028892066
KACY_KACY,Load,39.17591404556495,-94.67064228086427
KCPL.HAW10,Resource,39.12797623191362,-94.484973771587
KCPL.MEUC.HIG4,Resource,39.043675948464916,-93.7193515632692
KCPL.PRQUEEN,Resource,37.965043928461405,-95.2182722329864
KCPL.WAVERLYWND,Resource,38.27049685747288,-95.81993368743369
KCPLBULLCRK5UNWGR1,Resource,38.790632763282424,-94.96417300029833
KCPLBULLCRK5UNWGR2,Resource,38.804614005279724,-94.99629616808691
KCPLBULLCRK5UNWGR3,Resource,38.783350685862025,-95.02275216497243
KCPLBULLCRK5UNWGR4,Resource,38.784193191272905,-95.00364295689668
KCPLHAWTHORN6,Resource,39.1241702011015,-94.45095809485866
KCPLHAWTHORNUNHAW5,Resource,39.12490378113205,-94.4720228730428
KCPLHUB,Hub,38.5525160083547,-96.43951557893632
KCPLHUB17,Hub,38.5226086043707,-96.41929050913335
KCPLHUB18,Hub,38.55193453271935,-96.41670494008342
KCPLHUB19,Hub,38.51645360671336,-96.39676001138116
KCPLHUB20,Hub,38.57111364447137,-96.39559329445407
KCPLHUB21,Hub,38.33422589771929,-96.38246897978559
KCPLHUB22,Hub,38.33929284652515,-96.37391228651065
KCPLIATANUNIAT1,Resource,39.470170470182005,-95.02303139560141
KCPLIATANUNIAT2,Resource,39.42485683644425,-94.94180951949163
KCPLLACYGNEUNLAC1,Resource,38.324958747024944,-94.6457346463174
KCPLLACYGNEUNLAC2,Resource,38.33025861749596,-94.62215244943928
KCPLLEVEEUNHAW7,Resource,39.13933061231879,-94.4599211376985
KCPLLEVEEUNHAW8,Resource,39.140396945548616,-94.49832754353933
KCPLNRTHEASTUNNE11,Resource,39.14642211696501,-94.57114782628459
KCPLNRTHEASTUNNE12,Resource,39.11187559454958,-94.54770026926968
KCPLNRTHEASTUNNE13,Resource,39.13465909491755,-94.57244208909552
KCPLNRTHEASTUNNE14,Resource,39.127132173600096,-94.56243299607685
KCPLNRTHEASTUNNE15,Resource,39.11573595873165,-94.55940545561145
KCPLNRTHEASTUNNE16,Resource,39.1331035046974,-94.54098146159701
KCPLNRTHEASTUNNE17,Resource,39.08877563027006,-94.56565914172911
KCPLNRTHEASTUNNE18,Resource,39.130811082644804,-94.54816456247275
KCPLPAOLAUNOSA1,Resource,38.51705314157556,-94.94846476140823
KCPL_GMOC_HUB,Hub,39.12047189093669,-94.7203509297387
KCPL_KCPL,Load,38.991220755517645,-94.70494942251611
KMEA_EMP1_BALD7,Resource,38.77609066950453,-95.19927020519066
KMEA_EMP1_BALD8,Resource,38.746071565111535,-95.12996189932353
KMEA_EMP1_GARD1,Resource,38.8306746415003,-94.92291484410089
KMEA_EMP1_GARD2,Resource,38.82732029120242,-94.91936624808396
KMEA_EMP1_OTTA6,Resource,38.58870327337907,-95.2634206663621
KMEA_EMP1_OTTA7,Resource,38.61883478675183,-95.31550863079697
MO.KC.MARS6.MP,Resource,39.1497718662867,-93.21118317130406
KENN,Load,37.65093170209206,-94.30925967627678
KEP2_SECI,Load,37.94896610340406,-100.64152461333603
NPPD.TECH.1,Resource,40.31861237371595,-98.81837264744637
LAM345,Interface,38.13988800061078,-95.40083479945811
WR.VOLT.0096,Resource,37.65866567257536,-96.44387356926723
KMEA_EMP1_KCPL,Load,38.70412564080693,-95.06454362836325
KMEA_EMP2_SECI,Load,38.53703281342251,-100.37072826492796
KMEA_EMP2_WPEK,Load,38.50974272848858,-97.6612607197727
KMEA_EMP3_WR,Load,38.70228067277058,-95.19253859595395
KMEA_EUDORA,Load,39.17659470526703,-94.9170788088265
CSWS.VOLT.0060,Resource,35.51447049190668,-96.49224273564312
LES_JSTREET,Resource,40.81302726308932,-96.71128684391999
LES_LES,Load,40.77423722219449,-96.72055602799873
LES_LFG_1,Resource,40.88819547432828,-96.61858508830778
LES_ROKEBY_1,Resource,40.74590348625175,-96.70411109230658
LES_ROKEBY_2,Resource,40.73496527372563,-96.73566732340949
LES_ROKEBY_3,Resource,40.71306678217476,-96.72604248204932
LES_TBGS_CC1,Resource,40.924531831699376,-96.61605996463027
LES_TBGS_CT4,Resource,40.91346091153538,-96.60982516948626
LES_WSEC_3,Resource,41.13351126731986,-95.85851222042973
LES_WSEC_4,Resource,41.19036925238455,-95.87151316804969
LGEE,Interface,39.581608440181526,-94.46233099412069
SPS.VOLT.0033,Resource,34.43293501858019,-100.70665257626983
OKGE.VOLT.0041,Resource,35.411949879230505,-96.7563386067469
MALDEN,Load,37.93594563902906,-94.28231203335905
CSWS.VOLT.0083,Resource,35.82786178766607,-95.95137316830413
MCWEST,Interface,46.427630175523106,-105.7971837449835
PSGO_MDUM_CEDARHLS,Resource,41.318817301557175,-95.44691156943418
PSGO_MDUM_DIAMWND,Resource,41.31533861893345,-95.43800533199703
PSGO_MDUM_GLENDC1,Resource,41.112463233412605,-95.4036891328909
PSGO_MDUM_GLENDC2,Resource,41.11627227503578,-95.42306115362157
PSGO_MDUM_LEWIS1,Resource,41.34135070971616,-95.58231327021313
PSGO_MDUM_LEWIS2,Resource,41.32837608841888,-95.59836755244211
PSGO_MDUM_MCTURB,Resource,41.33282413087175,-95.5471092262059
PSGO_MDUM_TSWF,Resource,41.795849274410315,-95.13236637393528
OKGE.VOLT.0027,Resource,35.51963752987934,-96.76029576145581
MHEB,Interface,41.85800738683672,-94.89579985743028
ALTW,Interface,43.02203118558185,-93.75432979748678
AMRN,Interface,38.14665579409475,-91.23238418475292
BBA,Interface,41.096990367023615,-95.04082352048518
BCA,Interface,41.094062636533884,-95.0567177588719
BRAZ,Interface,41.06872385146945,-95.12126973185671
BUBA,Interface,41.10225838625855,-95.06529055112686
CLEC,Interface,30.912712621926886,-92.22985117695534
DENL,Interface,41.13078586385462,-95.12664907904293
DERS,Interface,41.11182082347161,-95.0994709507877
DPC,Interface,43.812971015125335,-93.44597817693024
EES,Interface,32.10809346901029,-92.23621776333007
GRE,Interface,45.13886962587109,-95.08985588762692
LAFA,Interface,41.06501558478004,-95.08360257648258
LEPA,Interface,41.08725757472037,-95.09643863926316
MDU,Interface,47.46264082189318,-102.56124502486209
MEC,Interface,42.4421266987069,-95.01016764853739
MISO,Interface,40.343068345754126,-91.15149329705909
NSP,Interface,44.056050760832974,-96.06010066192884
OMLP,Interface,41.05610998469608,-95.10315671342887
ONT,Interface,41.07676798308421,-95.07268524695802
OTP,Interface,46.83374134136255,-97.25172246186673
PLUM,Interface,41.1210982515739,-95.08919365192796
PUPP,Interface,41.10414367469151,-95.07205667022744
SMEP,Interface,41.07200456080537,-95.11330086993193
MOWR_MOPEPAECI,Load,38.95707041831809,-94.0715305609643
MOWR_MOPEPAMMO,Load,38.95136275238613,-94.165647840241
NPPD.NELI.BDR,Resource,41.84239840532146,-95.03841072645437
SPS.VOLT.0103,Resource,34.28407085961647,-100.73744882208032
CROSSROADS1,Resource,38.2895274962082,-94.73648549171978
CROSSROADS2,Resource,38.27521664085978,-94.77035239620349
CROSSROADS3,Resource,38.27382514751083,-94.7519756592158
CROSSROADS4,Resource,38.256574417415564,-94.77779299296898
DOGWOOD,Resource,38.80107267099131,-94.3006433150797
MPS.AMUE.OUTLAW,Resource,40.45788962308571,-94.97579245069315
MPS.OSBORN,Resource,39.76173001112496,-94.47587301459117
MPS.ROCKCREEK,Resource,40.39805985364773,-95.21040910145776
MPSGRNWD1UN1,Resource,38.87794191475572,-94.32665859091439
MPSGRNWD1UN2,Resource,38.89259225247894,-94.3097086385801
MPSGRNWD1UN3,Resource,38.85077319327414,-94.28124298123748
MPSGRNWD1UN4,Resource,38.87563179836191,-94.30431874084817
MPSLAKE_RDUN1,Resource,39.72002759042518,-94.85262906658035
MPSLAKE_RDUN2,Resource,39.707110653126,-94.8672029178406
MPSLAKE_RDUN3,Resource,39.703047365543796,-94.87149164962737
MPSLAKE_RDUN4,Resource,39.74180492576183,-94.90850420708458
MPSLAKE_RDUN5,Resource,39.72973033748399,-94.87807243699925
MPSLAKE_RDUN6,Resource,39.741269377718844,-94.88145365065935
MPSLAKE_RDUN7,Resource,39.74490845726171,-94.87811791465938
MPSNEVADAUN1,Resource,37.86238570085879,-94.33145024804355
MPSRGREENUN3,Resource,38.77270308841674,-94.33996980969296
MPSSHARPER_UN1,Resource,38.66819729292998,-94.49212145476994
MPSSHARPER_UN2,Resource,38.65903169817684,-94.45416174925909
MPSSHARPER_UN3,Resource,38.69335559774952,-94.44969632813276
MPSTWA1UN1,Resource,39.079619862558104,-94.63250426883089
MPSTWA1UN2,Resource,39.076781366380864,-94.59303075166984
MPS_MPS,Load,39.06673527046671,-94.5475921219034
CSWS.VOLT.0055,Resource,36.35082100648463,-95.60673783399166
BEPM_RM_NPPD,Load,38.95831879969714,-97.53319350185559
BEPM_TS_NPPD,Load,40.52444406461593,-98.92943898485576
MEANACJ_NPPD,Load,42.01583419545397,-97.12678444175849
MEAN_NELIGH_NPPD,Hub,42.19816194630084,-97.61297289412319
MEAN_NPPD,Load,40.40856351595471,-99.47653869968299
NPPD.BRPS.CTNWD,Resource,41.25343812364327,-97.60597309329611
NPPD.EAGL.MILL,Resource,40.486469139879304,-97.23669806932661
NPPD.ETNA.ASSET2,Resource,42.380827496709024,-96.8108549195218
NPPD.FREM.CTNWD1,Resource,41.423380584425594,-96.42086290577089
NPPD.HUB.PY2018,Hub,40.24380991247438,-98.04510992369508
NPPD.HUB.PY2019,Hub,40.41004261753921,-97.8909694731255
NPPD.HUB.PY2020,Hub,40.28124326398544,-98.1462728898717
NPPD.HUB.PY2021,Hub,40.28015690393998,-97.93650494665539
NPPD.HYST.HYST,Resource,42.30719196744023,-97.19542956570855
NPPD.KCPL.JFY1,Resource,40.95226951961629,-100.4378967191803
NPPD.KCPL.JFY2,Resource,40.9234159617323,-100.36105188913815
NPPD.KCPL.JHN2,Resource,40.661092540273664,-99.7558060491955
NPPD.KCPL.JN11,Resource,40.68619596918161,-99.83882686551566
NPPD.KCPL.JN12,Resource,40.66730245646581,-99.7431308529766
NPPD.LBLU.LBLU,Resource,40.26401072593989,-98.42318765761897
NPPD.LCE.PLMCK,Resource,42.13986045678771,-97.19564300974106
NPPD.LES.PRBRZ,Resource,41.971955824304075,-98.0683123996046
NPPD.MEAN.CTWD3SSCY,Resource,41.25573550161853,-97.64635952549996
NPPD.OPPD.CTNWDBTRC,Resource,41.32085275550759,-97.63440345614666
NPPD.OPPD.SHOL,Resource,42.29431746835628,-97.37123501072364
NPPD.THWE.THW1,Resource,35.93675347074374,-100.35588159888997
NPPD.THWE.THW2,Resource,35.91868794610688,-100.39773268848164
NPPD.TNSK.CTNWDCTYB,Hub,41.28042880489927,-97.61956605089296
NPPD.UPSR.UPSR,Resource,42.19115063389486,-97.9457764369231
NPPD2017HUB,Hub,40.26513027447244,-97.95529857412228
NPPD_ADMCOGEN,Resource,41.42087058278284,-97.27684403233613
NPPD_AINSWIND,Resource,42.46260064383803,-99.88246379660721
NPPD_BBW1,Resource,41.44020313023111,-99.57670870040788
NPPD_BBW2,Resource,41.17381219091822,-99.104815568803
NPPD_BPS,Resource,40.313889370298746,-96.79205364207135
NPPD_BPWN_NPPD,Load,40.40483500423571,-97.28945765608727
NPPD_BRPS_LOAD1,Load,42.036553508347865,-96.72949549607618
NPPD_CANADAY,Resource,40.685908863034214,-99.71696782447165
NPPD_COLUMBS_1,Resource,41.451429359308605,-97.32093034823959
NPPD_COLUMBS_2,Resource,41.45358542780368,-97.31065627338191
NPPD_COLUMBS_3,Resource,41.43553611248839,-97.36371302338533
NPPD_COMB_WEC2,Resource,40.599564823676225,-98.30546006690106
NPPD_COOPR,Resource,40.34276848433255,-95.61308199354703
NPPD_COSN_NPPD,Load,40.60340509029932,-98.59661879618392
NPPD_CRFTNWIND,Resource,42.73244532008506,-97.59219419206035
NPPD_ELKHNWIND,Resource,42.708198827227115,-97.62138895735985
NPPD_GGS1,Resource,41.09272746224491,-101.12888993645507
NPPD_GGS2,Resource,41.08143017021773,-101.14905533553483
