Settlement Location,InferredLocationType,est_Latitude,est_Longitude
SPS.CUNNGHAM3,Resource,32.72607507538006,-103.38944116633064
SPS.CUNNGHAM4,Resource,32.69175616154977,-103.33737641881739
SPS.ENGCARBON1,Resource,35.66579411141748,-101.41836988124778
SPS.GBTL.BETHEL,Resource,34.55896841332206,-102.48947351119567
SPS.GGPO.STOCKYARD10_11,Resource,35.247722677807005,-101.55741790761435
SPS.GGPO.STOCKYARD4,Resource,36.43137708766486,-101.34306596581314
SPS.GGPO.STOCKYARD5_6,Resource,36.45354458566677,-101.83978863856598
SPS.GGPO.STOCKYARD7_8,Resource,35.19831992129081,-101.91792562885672
SPS.GGPO.STOCKYARD9,Resource,35.42443020536018,-101.65733156907665
SPS.GPW1.GREATPLNS,Resource,36.502171267099655,-101.42543606872775
SPS.GPWA.GPWA,Resource,36.48551779650939,-101.41413983248097
SPS.GPWB.GPWB,Resource,36.46728313200855,-101.40476288537513
SPS.GPWC.GPWC,Resource,36.51351784864844,-101.40316868587212
SPS.GRVW.GRVW,Resource,36.44441850826451,-101.38406557190979
SPS.GSEC.ANT2,Resource,33.85317382830359,-101.825155641244
SPS.GSEC.ANT3,Resource,33.859396369738036,-101.85134505432448
SPS.GSEC.ELK1,Resource,33.848130439976835,-101.85079011516106
SPS.GSEC.ELK2,Resource,33.85623574092351,-101.86259083191206
SPS.HALE.WND,Resource,33.90110656362579,-101.7387883432224
SPS.HARRNGTN1,Resource,35.341116122286834,-101.73528079811871
SPS.HARRNGTN2,Resource,35.27616112935591,-101.77674350308052
SPS.HARRNGTN3,Resource,35.2967377361154,-101.73383707857913
SPS.HMWI.HMWI,Resource,35.37911637735919,-101.54582074445875
SPS.HOBBS.CC,Resource,32.681565479996664,-103.3089960901577
SPS.JONES1,Resource,33.51615364984556,-101.7555237654395
SPS.JONES2,Resource,33.525384934716136,-101.71874364010783
SPS.JONES3,Resource,33.548773202194866,-101.74956983723209
SPS.JONES4,Resource,33.524383790739904,-101.7264609771602
SPS.LCEC.STERLINGWIND,Resource,33.35083493486557,-103.26135247046868
SPS.MADDOX1,Resource,32.71704904014304,-103.29675492674693
SPS.MADDOXCT2,Resource,32.70705175127051,-103.27648278965688
SPS.NICHOLS1,Resource,35.286559147043704,-101.74838594093768
SPS.NICHOLS2,Resource,35.28278865229356,-101.70661930102612
SPS.NICHOLS3,Resource,35.30028967329563,-101.78337842316088
SPS.ORPLFRISCO,Resource,36.4933211702647,-101.59658459171834
SPS.ORPLNOVUS,Hub,36.492307030675605,-101.42450888970717
SPS.ORPLPRN1_2,Resource,35.9171584202151,-101.55893717015041
SPS.PANTEXWND,Resource,35.34642854318115,-101.5496228715992
SPS.PLANTX1,Resource,34.14276742977633,-102.40317420604543
SPS.PLANTX2,Resource,34.16241139180331,-102.42215795007448
SPS.PLANTX3,Hub,34.14623830564067,-102.39689721387461
SPS.PLANTX4,Resource,34.19031806299274,-102.41493459281517
SPS.PLSNTHLWND,Resource,33.72402752071658,-101.50318423227912
SPS.QUAYCNTY,Resource,35.182370480418896,-103.7341112859949
SPS.RALLSWIND,Resource,33.66335830434329,-101.38884903420384
SPS.RICHRDSN1,Resource,35.664707465125105,-101.46741996322852
SPS.ROSVELTWND,Resource,33.88803338333833,-103.51957931376113
SPS.ROSWLL.SLR,Resource,33.465013710509716,-104.46581231409468
SPS.SAGAMORE.WND,Resource,33.94161083417894,-103.16050739602646
SPS.SJUANWIND1,Resource,33.96581706867475,-103.82532039283275
SPS.SPINSPUR,Resource,35.23628162167878,-102.22492435857136
SPS.SUNE_SPS1,Resource,32.13942807212169,-103.13290401689146
SPS.SUNE_SPS2,Resource,32.194296933143185,-103.20042061117573
SPS.SUNE_SPS3,Resource,32.495120649016904,-103.31544168593918
SPS.SUNE_SPS4,Resource,32.68135370745869,-103.29511606395566
SPS.SUNE_SPS5,Resource,32.36857663565653,-104.23150808004426
SPS.SWBD.BD,Resource,37.625189688716695,-101.11738396034936
SPS.TNSK.LLANOWIND1UNIT,Resource,35.49060323293354,-101.25427951447124
SPS.TOLK1,Resource,34.183787486065214,-102.56405427228037
SPS.TOLK2,Resource,34.18965847888436,-102.53920841061391
SPS.TPS4.MILO,Resource,33.91141726069589,-103.35740587489403
SPS.VOLT.0005,Resource,33.31504123904394,-103.20191514056434
SPS.VOLT.0006,Resource,32.540141401442696,-103.67116412813594
SPS.VOLT.0023,Resource,33.78206519565478,-103.1454838134838
SPS.VOLT.0024,Resource,33.38998128908827,-103.18133488215918
SPS.VOLT.0025,Resource,33.792688590622916,-103.11658613146682
SPS.VOLT.0045,Resource,32.246782515158884,-103.13437630966452
SPS.VOLT.0046,Resource,34.71413529882679,-103.10976238420443
SPS.VOLT.0047,Resource,32.27038135058613,-103.17532799830563
SPS.WILDORADO,Resource,35.31266532791518,-102.3200023857225
SPS.WTAMWIND,Resource,36.21750878755839,-101.01137597006556
SPS_SPS,Load,33.86459473879099,-103.11813680210462
SPS_WTMN_SPS,Load,33.75563258761392,-103.12293060189221
WFEC_CAPROCK_SOLAR,Resource,34.95694552600408,-103.35922634513355
WFEC_LC_GAS_PLANT,Resource,32.94703651893848,-103.33970996389219
WFEC_WILDCAT_WIND_FARM,Resource,33.528436561772175,-102.96074094890929
SSCN_NPPD,Load,41.394778511289175,-95.34986047734974
OKGE.VOLT.0070,Resource,35.350488055516216,-96.40368743863283
SPS.VOLT.0105,Resource,35.36855533674429,-101.83468573641552
UCUHUB,Hub,38.59297019179307,-101.43182014286344
UCUHUB17,Hub,38.58566661659409,-102.47958349565076
UCUHUB18,Hub,40.95781592558467,-101.02740934863763
UCUHUB19,Hub,41.16096675644517,-101.33438215744617
UCUHUB20,Hub,41.136052072604514,-101.30527941897532
UCUHUB21,Hub,39.24730836260431,-102.56642831119282
UCUHUB22,Hub,39.499118660354526,-102.157750385569
OKGE.VOLT.0040,Resource,35.418093872207635,-96.90368098844759
CPLE,Interface,40.749100046381194,-92.28762339685542
CPLW,Interface,40.74578281495301,-92.2539096332874
DUK,Interface,40.731053583631464,-92.19730632619923
NHC1,Interface,40.77247158822762,-92.24991467455582
SCEG,Interface,40.74069982410174,-92.26121912383573
YAD,Interface,40.77511655616015,-92.27716609642574
PSGO_TVA_CANRIVR,Resource,37.345315691718454,-97.15331093614802
TVA,Interface,40.79762623757896,-92.20776622243376
SPS.VOLT.0052,Resource,34.20820442695927,-101.79329093181222
CSWS.VOLT.0086,Resource,35.79140992272726,-95.78689968603055
WAUE.AWD1.AURAWIND,Resource,48.52667668007811,-103.09871320613615
WAUE.AWD2.AURAWIND,Hub,48.54622060711656,-102.88738141071579
WAUE.BEPM.AURORA,Resource,48.52593775450428,-103.07268909360221
WAUE.BEPM.AVS1,Resource,47.37433225948355,-101.82307185963862
WAUE.BEPM.AVS2,Resource,47.382138563208194,-101.84286522602892
WAUE.BEPM.BALDWIN,Resource,47.07858565944861,-100.71715901827324
WAUE.BEPM.BRADY1,Resource,47.26745381414689,-100.98211820178543
WAUE.BEPM.BRADY2,Resource,47.24340223870964,-100.96760983785718
WAUE.BEPM.BURKE,Resource,48.739315631816424,-102.65089206415024
WAUE.BEPM.CAMPBLCO,Resource,45.741652623602434,-100.23289729003496
WAUE.BEPM.CROSSWINDS,Resource,43.06478215832948,-94.91796193126237
WAUE.BEPM.CROWLAKE,Resource,43.90334317216244,-98.80482272220037
WAUE.BEPM.CULBERTSON1,Resource,48.20415502977527,-104.41724542565345
WAUE.BEPM.CULBERTSONWH,Resource,48.18811396893141,-104.39987040817127
WAUE.BEPM.DAYCOUNTY1,Resource,45.233584266908636,-97.89104668080779
WAUE.BEPM.DCS1,Resource,44.246507891926775,-96.51672726263801
WAUE.BEPM.EDGELEY,Resource,46.36341611285789,-98.89522977235711
WAUE.BEPM.EFW2,Resource,43.14845457801044,-95.24118723502374
WAUE.BEPM.ESTHERVILLE,Resource,43.40904934092245,-94.82928023592237
WAUE.BEPM.GARVINWH,Resource,44.462205367390744,-96.7303344636771
WAUE.BEPM.GGS1,Resource,45.35771200400415,-98.11764216397557
WAUE.BEPM.GGS2,Resource,45.37297024679011,-98.11003738639572
WAUE.BEPM.HANCOCK,Hub,42.87396874928262,-95.05468576361633
WAUE.BEPM.HIDEWOODWH,Resource,44.505575006189254,-96.7568117688057
WAUE.BEPM.HYDECOUNTY,Resource,43.988120037493545,-99.168322797767
WAUE.BEPM.LAKOTA,Resource,43.38991817055034,-94.16076394969578
WAUE.BEPM.LCS1,Resource,47.859004478535724,-103.57910705888588
WAUE.BEPM.LCS2,Resource,47.78647245890072,-103.55933820145297
WAUE.BEPM.LCS3,Resource,47.75147477343665,-103.62263224089463
WAUE.BEPM.LCS4,Resource,47.79206448030835,-103.57594306383939
WAUE.BEPM.LCS5,Resource,47.80976975500208,-103.57358654471622
WAUE.BEPM.LCS6,Resource,47.81061282798973,-103.58510097619684
WAUE.BEPM.LINDAHL,Resource,48.52504454709991,-102.96211047378826
WAUE.BEPM.LOS1,Resource,47.25636716174873,-101.3201859302386
WAUE.BEPM.LOS2,Resource,47.29606560945804,-101.29812894353654
WAUE.BEPM.LRSE,Resource,47.491691453273305,-101.09201174713004
WAUE.BEPM.MADISON,Resource,43.48268762238511,-97.80069643577006
WAUE.BEPM.MANNINGWH,Resource,48.025479449727975,-103.68774144748743
WAUE.BEPM.NEAL4,Resource,42.28383769539744,-96.37829636771482
WAUE.BEPM.PEMBROOKWH,Resource,45.23959280674425,-97.93573043240818
WAUE.BEPM.PGS1,Resource,48.23849047232155,-103.95858953705407
WAUE.BEPM.PGS11,Resource,48.24561728625885,-103.93541316473332
WAUE.BEPM.PGS12,Resource,48.22452841275277,-103.95620838907912
WAUE.BEPM.PGS13,Resource,48.20764919104299,-103.93735195791972
WAUE.BEPM.PGS14_16,Resource,48.245698849919606,-103.92042212919476
WAUE.BEPM.PGS17_19,Resource,48.20705655604802,-103.98033495247095
WAUE.BEPM.PGS2,Resource,48.24202388763511,-103.96706280599692
WAUE.BEPM.PGS20_22,Resource,48.27472592004865,-103.96767051064872
WAUE.BEPM.PGS3,Resource,48.219202513901315,-103.94681918591853
WAUE.BEPM.PREVAIL,Resource,43.039797248879424,-97.48989322213484
WAUE.BEPM.PW1,Resource,47.91943164653866,-101.27949603405789
WAUE.BEPM.SIOUXLNDCT,Resource,43.35763099074184,-97.21213060288896
WAUE.BEPM.SIOUXLNDSLD,Resource,43.32137827379013,-97.23309581402572
WAUE.BEPM.SMS1,Resource,42.91271651398219,-96.96587627531126
WAUE.BEPM.SMS2,Resource,42.91671131842514,-96.99850896259386
WAUE.BEPM.STANTHONYWH,Resource,47.25492461061686,-101.20414772541675
WAUE.BEPM.SUNFLOWER,Resource,46.78585868372873,-102.04400996696585
WAUE.BEPM.SUPERIOR,Resource,43.25054826112367,-95.54877102698724
WAUE.BEPM.WEBSTERCITY,Resource,42.49802583631274,-93.78543888661054
WAUE.BEPM.WILTON1,Resource,47.15613404195945,-100.70015344238006
WAUE.BEPM.WILTON2,Resource,47.13195582972365,-100.70490781170851
WAUE.BEPM.WISDOM1,Resource,43.16162352838765,-95.2584156099389
WAUE.BEPM.WOODLANDWH,Resource,44.87820805748746,-98.51094050726697
WAUE.BIGBEND.1_8,Resource,44.03454628376622,-99.45044541733496
WAUE.CRK1.CROCKER,Resource,45.076339631719065,-97.82336583887752
WAUE.FSE,Hub,42.784962763773954,-95.10968623624778
WAUE.FTPECK.1_3,Resource,48.03989469191748,-106.38335223953214
WAUE.FTPECK.4_5,Resource,48.00852764331394,-106.40966759907022
WAUE.FTRANDALL.1_2,Resource,43.095999592382945,-98.563260562705
WAUE.FTRANDALL.3_8,Resource,43.074805737388395,-98.54857398860558
WAUE.GARRISON.1_3,Resource,47.510434773845844,-101.42846450940901
WAUE.GARRISON.4_5,Resource,47.49752753053201,-101.43519925794725
WAUE.GAVINSPT.1_3,Resource,42.89303270916989,-97.4741342460971
WAUE.HCPD.WESS,Resource,44.04904764295144,-98.57901661680447
WAUE.LCE.WILCK,Resource,43.1796202898059,-97.29545575572573
WAUE.MRES.EXR1,Resource,42.92687610675606,-94.96528951504877
WAUE.MRES.EXR2,Resource,42.88313969621228,-94.99032958319984
WAUE.MRES.EXR3,Resource,42.8993708692689,-94.97543442093927
WAUE.MRES.WTRN,Resource,43.02690409494692,-97.32828449282215
WAUE.NMCA.ALGONA,Resource,43.11127070196768,-94.231855675876
WAUE.NMCA.ALTAMUN,Resource,42.68835892222723,-95.28277178358402
WAUE.NMCA.BANCROFT,Resource,43.307192412632226,-94.21289763340216
WAUE.NMCA.COONRAPIDS,Resource,42.7395915902775,-94.92573014685279
WAUE.NMCA.CROSSWINDS,Hub,43.114144290027,-94.95444705830734
WAUE.NMCA.GRAETTINGER,Resource,43.209986357300664,-94.74859075199564
WAUE.NMCA.GRUNDYCENTER,Resource,42.35261882271793,-92.78498985482396
WAUE.NMCA.HANCOCK,Hub,42.89956935764202,-95.00650172538006
WAUE.NMCA.LAURENS,Resource,42.8579604795073,-94.8818352457162
WAUE.NMCA.MILFORD,Resource,43.31259889917638,-95.16313073492506
WAUE.NMCA.NEAL4,Resource,42.287544039458844,-96.37966016905615
WAUE.NMCA.NEWHAMPTON,Resource,42.87092540222169,-94.62888466564176
WAUE.NMCA.SPENCER,Resource,43.12664812232432,-95.14997377803202
WAUE.NMCA.SUMNER,Resource,42.80032496711343,-94.69356112885548
WAUE.NMCA.WESTBEND,Resource,42.950216207572645,-94.44267124537345
WAUE.NMCA.WS4,Resource,43.32587393475882,-95.17150513987752
WAUE.NTWK,Hub,44.161075408871866,-96.84842541752516
WAUE.NWPS.AB1,Resource,44.20607763800038,-96.84462293178271
WAUE.NWPS.AB2,Resource,44.212204684255276,-96.86207736203885
WAUE.NWPS.AUR,Resource,43.722109190707926,-98.75960797280645
WAUE.NWPS.BEETHOVEN,Resource,43.16191249297858,-98.07771549747137
WAUE.NWPS.BIGSTONE1,Resource,45.28434981522953,-96.53879085033437
WAUE.NWPS.BRUL,Resource,43.68821180762725,-98.88315954137819
WAUE.NWPS.COYOTE1,Resource,47.230305534258456,-101.83107712620713
WAUE.NWPS.GLAN,Resource,43.18687193916325,-98.59994561713066
WAUE.NWPS.NEAL4,Resource,42.29811601007806,-96.39283295386619
WAUE.NWPS.OTE,Resource,44.938275717156664,-99.50802858332874
WAUE.NWPS.TITAN,Resource,43.35841058929144,-98.66489441771712
WAUE.OAHE.1,Resource,43.96544572334797,-98.75721709921089
WAUE.OAHE.2_7,Resource,43.943293677231445,-98.78042097318256
WAUE.OPPD.GRPR1,Resource,42.6324690564787,-98.42990940260299
WAUE.PCWF.PCWF,Resource,44.82736267195013,-95.57255699451382
WAUE.SUEZ.TPLH,Resource,39.50633469786539,-99.96001878172613
WAUE_BEPM,Load,42.68875359832259,-94.26067788354824
WAUE_BEPM_NMCA,Load,43.3455292786302,-94.74181161779799
WAUE_BEPM_NMCA_CRMUBTC1,Load,42.769788559984505,-94.95787130857283
WAUE_EWA,Load,44.6067263819736,-99.23171864518379
WAUE_HCPD_NTWK,Load,44.28380792595635,-98.32854939438477
WAUE_HMMU,Load,42.93058069692849,-94.78167375088705
WAUE_MEAN_RFIA,Load,42.79304005882751,-94.88333757528753
WAUE_MECB,Load,42.625789473487075,-95.23938512169559
WAUE_MMPA,Load,42.72095529612284,-94.02672280050918
WAUE_MRES,Load,43.96598347542202,-97.06281404156941
WAUE_NSP_BERTHOLD,Load,48.16178398471551,-103.89000385957529
WAUE_NWMT_HLL,Load,47.470790373939266,-103.60064838391727
WAUE_NWPS_NTWK,Load,44.804289790978586,-99.35708328671622
WAUE_OTP,Load,47.365044485461056,-99.8596087881856
WAUE_OTPW,Load,43.298630253840464,-94.29581080818116
WAUE_UGPM,Load,42.9392242858303,-97.15551902664187
WAUE_UGPM_BEPM,Load,43.54610559254595,-96.26650400460787
WAUE_UGPM_BEPMNI,Load,43.20154325706389,-95.88926320923346
WAUE_UGPM_COSUPP,Load,43.168878019395834,-94.88099415530775
WAUE_UGPM_EWA,Load,44.58752238855456,-99.21195694590077
WAUE_UGPM_HARLAN,Load,42.93794110488296,-94.78111916558129
WAUE_UGPM_HCPD,Load,44.925437023008136,-99.49598554837091
WAUE_UGPM_HILINE,Load,47.46417751240963,-103.57263220119371
WAUE_UGPM_MMPA,Load,42.704337522581426,-94.0022918130905
WAUE_UGPM_MRES,Load,42.93737538568449,-97.2863789769365
WAUE_UGPM_NWPS,Load,44.19016704406467,-99.19833634452282
WAUE_UGPM_OTP,Load,44.85608305043443,-97.7362461482853
BLUECANYON2,Resource,34.857899912335306,-98.59724324178798
BLUECANYON5,Resource,34.808168558789134,-98.45883147185042
BLUECANYON6,Resource,34.94249921603663,-98.53714126100344
CSWSLEEPINGBEAR,Resource,36.611047759857655,-99.49012841471796
OMPA_LAVERNE,Resource,36.73748556104109,-99.90088579621566
OMPA_MANGUM,Resource,34.91010751129334,-99.50215567860067
WFEC.BSWF.BSWF,Resource,36.57644842152025,-99.38852569606905
WFEC.MVWP.MVWP,Resource,36.278128197719084,-98.20723759046328
WFEC.PEOP.CENTRAHOMAEAST,Resource,35.29929053697027,-95.62822718526274
WFEC.PEOP.CENTRAHOMAWEST,Resource,35.32488093714617,-95.63220335998633
WFEC.PEOP.LELK,Resource,35.19858278457443,-98.91598383329261
WFEC.PEOP.LITTLEDIXIE,Resource,35.30337245537389,-95.69803973923668
WFEC_ANA_COMB_CYC_4,Resource,35.07195648738618,-98.23034924630458
WFEC_ANA_COMB_CYC_5,Resource,35.07380026891112,-98.22863752971944
WFEC_ANA_COMB_CYC_6,Resource,35.084132643959364,-98.235955890511
WFEC_ANA_GENCO_7,Resource,35.04317088535342,-98.20707331809989
WFEC_ANA_GENCO_8,Resource,35.062391628648996,-98.23640165940384
WFEC_ANA_ORME_10,Resource,35.09877219093787,-98.2284360336923
WFEC_ANA_ORME_11,Resource,35.09419029011259,-98.21233641994863
WFEC_ANA_ORME_9,Resource,35.08348370362337,-98.23313593584221
WFEC_ANA_STEAM_PLANT,Resource,35.06964062688592,-98.24341283442716
WFEC_BLUECAN_WIND_FARM,Resource,34.879952101944,-98.58952905168712
WFEC_BUFFBEAR_WIND_FARM,Resource,36.796721381071315,-99.67574813294729
WFEC_ENMC,Load,32.98111220225832,-100.48595605439472
WFEC_HUGO_PLANT,Resource,34.014603170004136,-95.37698313844966
WFEC_MOORELAND_2,Resource,36.43182750919778,-99.23727967025741
WFEC_MOORELAND_3,Resource,36.43777955059455,-99.2520568776432
WFEC_MOORELAND_PLANT,Resource,36.41537279621201,-99.18952226999816
WFEC_OKGE,Load,35.78482575215101,-96.90907962758321
WFEC_PEOP_LOAD,Load,35.354353735366395,-95.74266816886596
WFEC_REDHILLS_WIND_FARM,Resource,35.51279199640069,-99.37346372003006
WFEC_WFEC,Load,35.39440446069155,-96.86848365776196
WR.VOLT.0017,Resource,38.6454583065137,-96.80398696075126
CANEY_RIVER_WINDPOWER,Resource,37.45255287437761,-96.42235752484024
COWP_GEN1,Resource,36.7597045742371,-91.87774891322697
COWP_GEN2,Resource,37.386584620671854,-92.044059063503
CRTH_SPA,Load,37.39269752586487,-94.65010646921186
EDE.NEOSHORDGE,Resource,37.48788174997503,-95.3885326052368
FRONTIER,Resource,37.7163726274293,-96.94381009707253
KCPL.SLATECREEK,Resource,37.080786344529216,-97.27330332950338
KMEA_EMP3_CHAP12,Resource,38.48593522845737,-96.04028972371417
KMEA_EMP3_GIRA6,Resource,37.501776858634756,-94.82879944019784
KMEA_EMP3_GIRA7,Resource,37.485878330607875,-94.84322877357226
KMEA_EMP3_HOLT12,Resource,38.45984473833358,-96.03539700237603
KMEA_EMP3_HOLT13,Resource,38.44962787641411,-96.07772682356631
KMEA_EMP3_HOLT8,Resource,38.46113428275647,-96.03931812243383
KMEA_EMP3_JETM8,Resource,38.06194587359047,-99.88066484001378
KMEA_EMP3_STER3,Resource,38.23112108136914,-98.22428911326712
MIDW.INV.BKEYE,Resource,39.014884094664595,-99.4220559529622
MIDW.KACY.ALEX,Resource,38.423752901058954,-99.52984544256047
MIDW.KMEA.BKEYE,Resource,39.00534739696426,-99.41890691703532
MIDW.LES.BKEYE,Resource,39.05366371916197,-99.3837905244323
MIDW.NJAL.ALEX,Resource,38.42582501220498,-99.5269387469104
MO.AE.CHIL2.MP,Resource,39.82157729195397,-93.5740599363699
MO.AM.FRED1.MP,Resource,37.563842590769355,-90.3317601580832
MO.AM.FRED2.MP,Resource,37.54442591697777,-90.29186878254151
MO.AM.LADD.MP,Resource,39.25819986727675,-91.61175389068887
MPS.PRATT,Resource,37.658123839664604,-98.78649431121679
WR.AEPE.FLATRIDGE3,Resource,37.3990117033393,-98.38543654899877
WR.CBW,Resource,38.712108528557685,-99.7584795948656
WR.EMP.CT1,Resource,38.44747077249295,-96.04810765268718
WR.EMP.CT2,Resource,38.43777076971296,-96.05359851444193
WR.EMP.CT3,Resource,38.44798462465287,-96.07319114833265
WR.EMP.CT4,Resource,38.45322971793729,-96.06288501107862
WR.EMP.CT5,Resource,38.44559279296571,-96.07731336298512
WR.EMP.CT6,Resource,38.4670780170604,-96.04793139263549
WR.EMP.CT7,Resource,38.43696026633362,-96.06355911272384
WR.ERIE.EC,Resource,37.56853725141573,-95.22651803391543
WR.ETNA.ASSET1,Resource,38.58953162968732,-97.10471838214747
WR.GEEC.GT1,Resource,37.80232078831266,-97.52599279453717
WR.GEEC.GT2,Resource,37.82099303363219,-97.50828607842635
WR.GEEC.GT3,Resource,37.783680183149386,-97.53101798286929
WR.GSEC.DIAMONDVIST,Resource,38.60372680567551,-97.04064118609574
WR.HEC.GT1,Resource,38.65568530470601,-96.99480945939575
WR.HEC.GT2,Resource,38.52457510260264,-97.02336627816663
WR.HEC.GT3,Resource,38.53415302869142,-97.08932781082515
WR.HEC.GT4,Resource,38.525254132063544,-97.09796117404156
WR.IRSH.IRSH,Resource,39.71496302809111,-96.44139949823779
WR.JAYHAWK,Resource,37.66510843884081,-95.03537539264704
WR.JEC.1,Resource,39.286248757565396,-96.13689214961579
WR.JEC.2,Resource,39.271903995057734,-96.15381740171435
WR.JEC.3,Resource,39.258484655723876,-96.09086137951671
WR.KMW.1,Resource,37.399972561795096,-98.06353066699585
WR.KMW.2,Resource,37.485470587730504,-98.16808566401755
WR.LEC.4,Resource,39.02660125066555,-95.28247845484199
WR.LEC.5,Resource,39.004000226499244,-95.27071216463497
WR.MCPH.CT1,Resource,38.410536224682616,-97.59494491953843
WR.MCPH.CT2,Resource,38.34388844807332,-97.66201764411208
WR.MCPH.CT3,Resource,38.37592391077345,-97.60167075637465
WR.MCPH.CT4,Resource,38.40813515129877,-97.63236165263
WR.MIDW.SMOKY1.ENEL,Resource,38.89522478903309,-98.12197585084739
WR.MIDW.SMOKY2.ENEL,Resource,38.91347946181028,-98.1703211258119
WR.MW.COLBY.MW,Resource,39.43736830686282,-101.06242654804565
WR.MW.GMEC.MW,Resource,38.9230390800922,-99.38136645662685
WR.MW.GMEC2.MW,Resource,38.92714015616382,-99.36472139772549
WR.MW.KSE.MW,Resource,38.36579644684458,-97.88946796056828
WR.MW.SMOK2.CU,Resource,38.87667851497284,-98.20277527902702
WR.MWE1.MARSHALLWIND,Resource,39.67869902525565,-96.34642326252342
WR.NSW,Resource,37.505243524833205,-98.31250743803213
WR.PRW.GEN,Resource,38.371044330800586,-97.85567412120925
WR.READ.READ,Resource,38.48790945087686,-95.95247228098509
WR.SHARPE.KEPC,Resource,38.270462759337846,-95.7014185003761
WR.SOCW.SOCW,Resource,40.37565090811287,-95.90630711514339
WR.SPRM.ETNADVISTA,Resource,38.600858261121346,-97.04562680311987
WR.SWITCHGRASS,Resource,37.70571266617909,-97.03373784016584
WR.THAYERLD,Load,37.438013228499386,-91.7656172825141
WR.VOLT.0013,Resource,38.58258688682848,-95.93387154741494
WR.VOLT.0014,Resource,38.865348577893755,-95.39372933663428
WR.VOLT.0048,Hub,38.44237537099223,-97.60069872376046
WR.VOLT.0054,Resource,38.51822088370025,-97.04021225845428
WR.WMRM.1,Resource,38.52808850030857,-95.93943147402423
WR.WOLF,Resource,38.224546369731264,-95.69707222503048
WR_CH_CHAN14GT,Resource,37.69232529626119,-95.46609702856715
WR_FLATRIDGE2SWPCO1,Resource,37.39649033200871,-98.26787593644586
WR_FLATRIDGE2SWPCO2,Resource,37.362335799751015,-98.25718240921861
WR_FLATRIDGE2TSA,Resource,37.376982758612264,-98.27233439901431
WR_FLATRIDGESOUTH,Resource,37.347714851379024,-98.25489859075587
WR_KPP_NITS,Load,37.970218165040365,-97.06085277476429
WR_KPP_SESC,Resource,38.465345098638494,-97.52870169564316
WR_KP_AUGICN1,Resource,37.70303955491829,-96.9747981010775
WR_KP_AUGICN2,Resource,37.70805291090069,-96.95233351306958
WR_KP_AUGICN3,Resource,37.64048506105565,-96.9686634552314
WR_KP_AUGICN4,Resource,37.66422126718888,-96.95865829690904
WR_KP_CCPUCIC1,Resource,38.56638484891729,-96.0982305756793
WR_KP_CCPUCIC2,Resource,38.56632424364392,-96.07182280827786
WR_KP_CCPUCIC3,Resource,38.55124510907845,-96.10219197178904
WR_KP_CCPUCIC4,Resource,38.55323091176524,-96.07475372091336
WR_KP_CCPUCIC5,Resource,38.56448384511711,-96.11246181114292
WR_KP_CCPUCIC8,Resource,38.56154957724761,-96.11105045832745
WR_KP_WELLTNGT,Resource,37.265525064671984,-97.43424178341637
WR_KP_WELLTNST,Resource,37.27816498701361,-97.40728386128183
WR_KP_WINFLDGT,Resource,37.28100748677071,-97.2914546742555
WR_KP_WINFLDST,Resource,37.317913128757084,-97.27616243549795
WR_MIDW,Load,38.90752598587659,-99.40861902286522
WR_MOPEP_KCPL,Load,39.51940107608131,-92.12784567654563
WR_MOPEP_MPS,Load,39.90528424783748,-93.77666172376134
WR_MW_KPP_NITS,Load,38.488501128744566,-99.55756285052954
WR_SEG,Load,37.60978128595321,-95.16779194504119
WR_WR,Load,38.32331509640411,-96.24646843756439
